month,year,month_number,start_date,end_date,bank_name,no_atms_on_site,no_atms_off_site,no_pos_on_line,no_pos_off_line,no_credit_cards,no_credit_card_atm_txn,no_credit_card_pos_txn,no_credit_card_atm_txn_value_in_mn,no_credit_card_pos_txn_value_in_mn,no_debit_cards,no_debit_card_atm_txn,no_debit_card_pos_txn,no_debit_card_atm_txn_value_in_mn,no_debit_card_pos_txn_value_in_mn
July,2018,7,7/1/2018,7/31/2018,Jio Payments Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,2018,7,7/1/2018,7/31/2018,NSDL Payments Bank,0,0,0,0,0,0,0,0,0,0,0,0,0,0
July,2018,7,7/1/2018,7/31/2018,Paytm Payments Bank,1,0,0,0,0,0,0,0,0,41610765,849456,1622617,1843.822584,846.6108392
July,2018,7,7/1/2018,7/31/2018,Au Small Finance Bank Limited,290,2,0,0,0,0,0,0,0,603900,477512,105134,2497.107033,157.19098
July,2018,7,7/1/2018,7/31/2018,Capital Small Finance Bank Limited,115,2,0,0,0,0,0,0,0,157321,100159,20009,320.793067,34.72096928
July,2018,7,7/1/2018,7/31/2018,Fincare Small Finance Bank Limited,40,1,0,0,0,0,0,0,0,10195,623206,12272,2525.64,10.51
July,2018,7,7/1/2018,7/31/2018,Equitas Small Finance Bank Limited,321,0,0,0,0,0,0,0,0,414424,835748,0,2678,0
July,2018,7,7/1/2018,7/31/2018,ESAF Small Finance Bank Limited,0,0,0,0,0,0,0,0,0,2640362,596553,30540,3487.9,33
July,2018,7,7/1/2018,7/31/2018,Jana Small Finance Bank Limited,1,1,0,0,0,0,0,0,0,1514,494,48,2.336,0.04832153
July,2018,7,7/1/2018,7/31/2018,North East Small Finance Bank Limited,0,0,0,0,0,0,0,0,0,6996,451,42,4.1108,0.15011109
July,2018,7,7/1/2018,7/31/2018,Suryoday Small Finance Bank Limited,24,1,0,0,0,0,0,0,0,8110,31369,5299,62.4904,6.1454869
July,2018,7,7/1/2018,7/31/2018,Ujjivan Small Finance Bank Limited,267,3,0,0,0,0,0,0,0,1178059,1001976,99977,386.53,8.03
July,2018,7,7/1/2018,7/31/2018,Utkarsh Small Finance Bank Limited,64,35,0,0,0,0,0,0,0,63788,139534,10246,407.79968,13.86496411
August,2018,8,8/1/2018,8/31/2018,ALLAHABAD BANK,855,261,3072,0,0,0,0,0,0,13670911,8638137,3583883,21257.75326,3123.446936
August,2018,8,8/1/2018,8/31/2018,ANDHRA BANK,3045,766,15992,0,263566,16983,538491,79.91790704,1341.365605,25276516,9747197,6153545,33617.74119,8166.12122
August,2018,8,8/1/2018,8/31/2018,BANK OF BARODA,6359,3267,68846,0,143466,6645,388607,26.16684941,889.825371,55468280,20991613,11875014,86681.67397,13589.45225
August,2018,8,8/1/2018,8/31/2018,BANK OF INDIA,3082,4047,111998,0,207623,29457,342379,159.0258862,895.6356573,55277775,33512752,9627587,72979.60005,10239.95645
August,2018,8,8/1/2018,8/31/2018,BANK OF MAHARASHTRA,1318,556,3381,0,0,0,0,0,0,6806895,7130726,4063680,25168.06611,4567.190693
August,2018,8,8/1/2018,8/31/2018,CANARA BANK,5002,4216,20164,0,271168,39055,512522,196.3047039,1120.076431,45503256,23478230,11141078,98187.03563,15327.16667
August,2018,8,8/1/2018,8/31/2018,CENTRAL BANK OF INDIA,3385,1309,3535,0,95187,2481,155206,10.82612297,350.2677486,29957417,12359178,5242502,49559.97688,6492.36202
August,2018,8,8/1/2018,8/31/2018,CORPORATION BANK,2359,716,149065,0,107976,2273,152594,11.0622164,371.481222,12802730,7404649,3713279,29607.95601,4566.017229
August,2018,8,8/1/2018,8/31/2018,DENA BANK,1313,290,4950,0,0,0,0,0,0,9603312,4389153,1731928,16779.25029,2212.99578
August,2018,8,8/1/2018,8/31/2018,INDIAN BANK,2778,660,11098,0,85638,3209,137230,17.4,301.1,18798031,31101238,5993068,75721.6,6918.7
August,2018,8,8/1/2018,8/31/2018,INDIAN OVERSEAS BANK,3036,767,19584,0,56175,888,106504,3.553748,251.437744,20034040,12015976,4543250,49898.4612,6172.851985
August,2018,8,8/1/2018,8/31/2018,ORIENTAL BANK OF COMMERCE,2339,297,8017,0,0,0,0,0,0,11414297,5516916,3138043,23657.4,3838.5
August,2018,8,8/1/2018,8/31/2018,PUNJAB AND SIND BANK,1144,53,1066,0,0,0,0,0,0,3386090,1407903,395313,5668.166674,620.2191463
August,2018,8,8/1/2018,8/31/2018,PUNJAB NATIONAL BANK,5216,4055,55752,0,327139,10401,656624,44.29598596,1434.589385,66730460,24741701,12781855,107243.1109,17509.15647
August,2018,8,8/1/2018,8/31/2018,SYNDICATE BANK,3990,402,7586,0,150465,3773,163593,15.568082,366.741735,22379866,8968380,4459767,35564.31021,5405.161648
August,2018,8,8/1/2018,8/31/2018,UCO BANK,2157,411,4860,0,0,0,0,0,0,10826083,5286392,2363458,19956.50877,3186.962174
August,2018,8,8/1/2018,8/31/2018,UNION BANK OF INDIA,3880,2997,58598,0,228644,4319,208964,20.92755421,574.3667723,22171406,26560297,7107346,75900.8251,8436.211981
August,2018,8,8/1/2018,8/31/2018,UNITED BANK OF INDIA,1041,1097,4465,0,7066,400,8255,1.6829,19.38865008,12441705,7026574,1770828,25897.54446,2394.058426
August,2018,8,8/1/2018,8/31/2018,VIJAYA BANK,1693,489,7292,0,60503,11285,116282,52.99631292,315.0723082,6784769,6096841,2090075,19312.7093,3083.446261
August,2018,8,8/1/2018,8/31/2018,IDBI LTD,2193,1529,30158,0,29840,865,120555,4.20645101,269.1204974,11941468,9281029,6749287,40249.30528,7554.317154
August,2018,8,8/1/2018,8/31/2018,STATE BANK OF INDIA,26428,33093,551934,0,6851249,135549,22484822,513.505297,82038.84313,307029951,376155878,101375836,1107891.89,147288.2025
August,2018,8,8/1/2018,8/31/2018,AXIS BANK LTD,2131,10536,507512,0,4885182,90581,13544537,375.147229,47512.73322,27863136,26858946,24781851,112994.2203,35880.42452
August,2018,8,8/1/2018,8/31/2018,BANDHAN BANK LTD,476,0,23479,0,0,0,0,0,0,10973311,3405603,672826,9779.926379,1030.091736
August,2018,8,8/1/2018,8/31/2018,CATHOLIC SYRIAN BANK LTD,220,44,0,0,0,0,0,0,0,1160531,593105,182656,1966.28573,339.5937059
August,2018,8,8/1/2018,8/31/2018,CITY UNION BANK,929,701,9807,0,5960,610,19157,2.6082,55.58268323,1857350,2311489,788206,10101.28056,1051.112354
August,2018,8,8/1/2018,8/31/2018,DCB BANK LTD.,282,258,3503,0,53277,23870,103313,88.220763,94.922441,598756,501807,335334,2488.264926,610.854306
August,2018,8,8/1/2018,8/31/2018,DHANALAKSHMI BANK LTD,206,140,1047,0,7588,77,15186,0.279285,32.969971,575482,566208,237781,1984.45245,379.501839
August,2018,8,8/1/2018,8/31/2018,FEDERAL BANK LTD,1187,500,10378,0,0,0,0,0,0,7032753,6728415,3162506,34090.84426,5039.903862
August,2018,8,8/1/2018,8/31/2018,HDFC BANK LTD,5890,7039,415769,0,11570453,191611,39849365,1020.726179,132607.4144,25876605,35996429,43937828,185973.9865,62408.84344
August,2018,8,8/1/2018,8/31/2018,ICICI BANK LTD,5284,9104,343676,0,5507862,44222,19412404,151.247671,53278.02588,43750707,33469906,38505064,166597.7935,56379.84879
August,2018,8,8/1/2018,8/31/2018,IDFC Bank Limited,89,3,1697,0,0,0,0,0,0,1215235,2032162,990904,6681.190573,842.0855952
August,2018,8,8/1/2018,8/31/2018,INDUSIND BANK LTD,1021,1325,67080,0,874025,15983,2806102,79.65221319,18973.76104,4099413,3169978,2340962,14607.55774,3606.483759
August,2018,8,8/1/2018,8/31/2018,JAMMU AND KASHMIR BANK,696,532,14420,0,134572,9383,217204,32.406965,835.248833,3899615,5766411,94408,28432.23014,258.802535
August,2018,8,8/1/2018,8/31/2018,KARNATAKA BANK LTD,708,819,13700,0,0,0,0,0,0,4603946,4716664,2462182,18495.84963,3037.587573
August,2018,8,8/1/2018,8/31/2018,KARUR VYSYA BANK LTD,769,1037,21812,0,0,0,0,0,0,4266920,5730260,2387148,24606.94407,3193.282277
August,2018,8,8/1/2018,8/31/2018,KOTAK MAHINDRA BANK LTD,1092,1147,14922,0,1698001,45717,4790608,177.8878611,13239.58217,10204013,7853981,8095532,30853.57324,10552.50169
August,2018,8,8/1/2018,8/31/2018,RATNAKAR BANK LIMITED,196,183,543773,0,1116951,87011,3153656,421.7017641,16483.45836,904402,712796,472967,2568.945284,577.1392344
August,2018,8,8/1/2018,8/31/2018,SOUTH INDIAN BANK,732,588,10348,0,0,0,0,0,0,4041633,2847244,1629802,11992.41353,2523.725021
August,2018,8,8/1/2018,8/31/2018,TAMILNAD MERCANTILE BANK LTD,469,670,4834,0,14005,1700,34754,6.8733,129.5872416,1358965,4695685,396389,19450.9295,680.8811646
August,2018,8,8/1/2018,8/31/2018,THE LAXMI VILAS BANK LTD,443,596,5508,0,0,0,0,0,0,1289102,939184,195413,4185.4,336.6045
August,2018,8,8/1/2018,8/31/2018,YES BANK LTD,933,485,102211,0,352693,5919,1158703,26.23496953,2964.081595,2125761,3739680,2813002,14494.19572,4095.385804
August,2018,8,8/1/2018,8/31/2018,AMERICAN EXPRESS,0,0,40807,0,1290043,2890,6383027,20.4733,43693.01451,0,0,0,0,0
August,2018,8,8/1/2018,8/31/2018,BANK OF AMERICA,0,0,0,0,19784,98,52260,0.82791811,390.0540035,0,0,0,0,0
August,2018,8,8/1/2018,8/31/2018,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3287,221,319,1.70278498,1.40227371
August,2018,8,8/1/2018,8/31/2018,CITI BANK,47,493,34788,0,2667551,40655,20241654,231.117767,43380.45647,1642031,2218646,5368540,8846.079931,9118.646953
August,2018,8,8/1/2018,8/31/2018,DBS BANK,7,26,0,0,0,0,0,0,0,2701317,999968,1091181,1737.504708,751.8066023
August,2018,8,8/1/2018,8/31/2018,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,119046,123802,213087,592.005322,335.472047
August,2018,8,8/1/2018,8/31/2018,HONGKONG AND SHANGHAI BKG CORPN,45,44,0,0,636600,4815,1657458,34.42982,5049.210501,408517,304870,603586,1474.054453,1030.662588
August,2018,8,8/1/2018,8/31/2018,STANDARD CHARTERED BANK LTD,102,138,0,0,1320840,6308,4669771,35.077817,10599.58146,1144811,1996645,2927102,6512.503784,3249.762907
August,2018,8,8/1/2018,8/31/2018,ADITYA BIRLA IDEA PAYMENTS BANK,0,0,0,0,0,0,0,0,0,2240,0,362,0,0.19803071
August,2018,8,8/1/2018,8/31/2018,AIRTEL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,1748580,0,414602,0,255.6277187
August,2018,8,8/1/2018,8/31/2018,FINO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,282823,546197,50956,2130.33765,40.9891311
August,2018,8,8/1/2018,8/31/2018,INDIA POST PAYMENTS BANK,0,0,0,0,0,0,0,0,0,322,474,24,0.7025,0.017621
August,2018,8,8/1/2018,8/31/2018,JIO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,2018,8,8/1/2018,8/31/2018,NSDL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
August,2018,8,8/1/2018,8/31/2018,PAYTM PAYMENTS BANK,1,0,0,0,0,0,0,0,0,41636757,947532,1683562,1983.170887,867.3896388
August,2018,8,8/1/2018,8/31/2018,AU SMALL FINANCE BANK LIMITED,290,2,0,0,0,0,0,0,0,642108,638439,235490,3582.15208,426.990854
August,2018,8,8/1/2018,8/31/2018,CAPITAL SMALL FINANCE BANK LIMITED,115,2,0,0,0,0,0,0,0,159432,100983,30571,313.025582,48.350927
August,2018,8,8/1/2018,8/31/2018,FINCARE SMALL FINANCE BANK LIMITED,42,1,0,0,0,0,0,0,0,261688,546459,15272,2621.49,12.76
August,2018,8,8/1/2018,8/31/2018,EQUITAS SMALL FINANCE BANK LIMITED,321,0,0,0,0,0,0,0,0,434059,868399,0,2809.9,0
August,2018,8,8/1/2018,8/31/2018,ESAF SMALL FINANCE BANK LIMITED,101,0,0,0,0,0,0,0,0,1384035,537945,22753,3161.44213,34.51721
August,2018,8,8/1/2018,8/31/2018,JANA SMALL FINANCE BANK LIMITED,86,1,0,0,0,0,0,0,0,12602,5418,845,24.9646,0.78836279
August,2018,8,8/1/2018,8/31/2018,NORTH EAST SMALL FINANCE BANK LIMITED,0,0,0,0,0,0,0,0,0,9287,836,61,7.57752,0.16949044
August,2018,8,8/1/2018,8/31/2018,SURYODAY SMALL FINANCE BANK LIMITED,24,1,0,0,0,0,0,0,0,8842,31862,5247,60.412,6.87655965
August,2018,8,8/1/2018,8/31/2018,UJJIVAN SMALL FINANCE BANK LIMITED,289,3,0,0,0,0,0,0,0,1519539,1079565,114802,385.99,9.1
August,2018,8,8/1/2018,8/31/2018,UTKARSH SMALL FINANCE BANK LIMITED,65,36,0,0,0,0,0,0,0,73071,127172,10385,369.1775328,10.66318647
September,2018,9,9/1/2018,9/30/2018,ALLAHABAD BANK,858,261,3083,0,0,0,0,0,0,13806344,9076982,3975647,20692.51321,3021.007234
September,2018,9,9/1/2018,9/30/2018,ANDHRA BANK,3043,768,15594,0,273278,15872,492126,76.86395269,1197.061722,25457354,9682762,6261586,32737.40368,7358.6
September,2018,9,9/1/2018,9/30/2018,BANK OF BARODA,6383,3249,69160,0,151359,6737,388351,26.08243628,890.6871339,56503336,20450762,12408635,83104.27129,13017.92324
September,2018,9,9/1/2018,9/30/2018,BANK OF INDIA,2996,3944,114317,0,189372,29064,326076,160.1431579,861.6275722,56027434,34804189,9677217,70751.95946,9692.10205
September,2018,9,9/1/2018,9/30/2018,BANK OF MAHARASHTRA,1320,555,3218,0,0,0,0,0,0,6855307,7051498,4132110,24576.13647,4230.225206
September,2018,9,9/1/2018,9/30/2018,CANARA BANK,5031,4176,20151,0,298323,41783,553345,213.7840345,1144.664873,45762644,23071828,11314752,95230.59353,13846.7812
September,2018,9,9/1/2018,9/30/2018,CENTRAL BANK OF INDIA,3348,1263,3478,0,95147,2405,147834,10.97077133,326.5014636,30710883,12190653,6104756,47810.48664,6334.138806
September,2018,9,9/1/2018,9/30/2018,CORPORATION BANK,2361,715,159219,0,108341,2091,143384,9.96808579,342.0925105,12837211,7005054,3641740,27699.59117,4201.953698
September,2018,9,9/1/2018,9/30/2018,DENA BANK,1314,290,4932,0,0,0,0,0,0,9748181,4247015,1745406,15940.22288,2107.566431
September,2018,9,9/1/2018,9/30/2018,INDIAN BANK,2917,662,11169,0,87384,2926,130303,15.9,277.5,18905010,31272877,6035435,69495.8,6484.8
September,2018,9,9/1/2018,9/30/2018,INDIAN OVERSEAS BANK,3029,760,19695,0,56331,888,97847,3.245473,227.605453,20681338,12086570,4535517,50045.8612,5672.6657
September,2018,9,9/1/2018,9/30/2018,ORIENTAL BANK OF COMMERCE,2341,294,8012,0,0,0,0,0,0,13476987,5315063,3226037,22429.9,3689.9
September,2018,9,9/1/2018,9/30/2018,PUNJAB AND SIND BANK,1147,51,1066,0,0,0,0,0,0,3389047,1378059,390014,5473.602185,602.8920811
September,2018,9,9/1/2018,9/30/2018,PUNJAB NATIONAL BANK,5324,4105,56841,0,327925,9286,626650,38.94785358,1337.422116,67017079,24143004,13086506,103585.5237,16616.1217
September,2018,9,9/1/2018,9/30/2018,SYNDICATE BANK,4039,404,7544,0,46684,2840,152358,11.94712809,416.354026,16831307,8950243,4578032,34967.89563,5139.373706
September,2018,9,9/1/2018,9/30/2018,UCO BANK,2150,411,4839,0,0,0,0,0,0,10904226,5313990,2497861,19958.23883,3174.257277
September,2018,9,9/1/2018,9/30/2018,UNION BANK OF INDIA,3830,2964,58712,0,231035,4057,196185,19.98526755,523.8681263,21549808,25985240,7359059,73502.10468,8186.069926
September,2018,9,9/1/2018,9/30/2018,UNITED BANK OF INDIA,1037,1090,4367,0,7159,299,8018,1.0886,17.6358156,14025445,7147576,1898637,26090.72192,2512.881582
September,2018,9,9/1/2018,9/30/2018,VIJAYA BANK,1684,486,7248,0,64914,11347,109082,53.73448183,303.0030485,6851921,5916442,2123553,18620.24783,2853.524587
September,2018,9,9/1/2018,9/30/2018,IDBI LTD,2197,1526,30494,0,30119,688,110115,3.52694753,245.6786123,11988889,9112298,6668166,38931.45104,7183.825832
September,2018,9,9/1/2018,9/30/2018,STATE BANK OF INDIA,26428,33093,559395,0,7030584,128934,21279558,489.385967,77835.10034,309251292,373352071,100932242,1065682.821,132594.8439
September,2018,9,9/1/2018,9/30/2018,AXIS BANK LTD,2109,10551,502206,0,4971231,85292,12849794,362.199853,46149.92488,28448032,27340655,25178936,133733.5454,34493.31823
September,2018,9,9/1/2018,9/30/2018,BANDHAN BANK LTD,476,0,23845,0,0,0,0,0,0,4051073,2123864,621964,7236.635747,966.1985562
September,2018,9,9/1/2018,9/30/2018,CATHOLIC SYRIAN BANK LTD,222,45,0,0,0,0,0,0,0,1176714,611027,179879,1953.343783,297.8141404
September,2018,9,9/1/2018,9/30/2018,CITY UNION BANK,934,701,9700,0,6136,594,19403,2.3284,48.68184985,1869478,2314849,806922,10171.73963,1006.973332
September,2018,9,9/1/2018,9/30/2018,DCB BANK LTD,283,258,3604,0,58611,27469,122382,106.868886,120.725156,635123,486844,333259,2360.309415,576.276727
September,2018,9,9/1/2018,9/30/2018,DHANALAKSHMI BANK LTD,209,137,1056,0,7623,85,14780,0.2999,30.037726,569340,539191,229458,1760.412539,332.683711
September,2018,9,9/1/2018,9/30/2018,FEDERAL BANK LTD,1182,501,10231,0,0,0,0,0,0,7130021,6960682,3582144,34297.36062,5040.075846
September,2018,9,9/1/2018,9/30/2018,HDFC BANK LTD,5895,7123,424852,0,11768115,183860,38576484,1010.474904,130403.9841,26081703,35376023,44982096,180459.4676,60186.34946
September,2018,9,9/1/2018,9/30/2018,ICICI BANK LTD,5289,9128,345740,0,5603107,43945,18548911,153.075127,51211.46071,44230179,32672330,37901546,160498.5146,51750.62685
September,2018,9,9/1/2018,9/30/2018,IDFC Bank Limited,97,4,1686,0,0,0,0,0,0,1247857,2026709,1059890,6646.703432,878.1747038
September,2018,9,9/1/2018,9/30/2018,INDUSIND BANK LTD,1037,1335,73027,0,904020,16007,2786129,77.69044685,18569.39632,4200369,3178238,2372854,14330.91128,3494.822584
September,2018,9,9/1/2018,9/30/2018,JAMMU AND KASHMIR BANK,711,535,14610,0,134858,9328,197908,31.415236,801.417003,3928471,5482079,84688,25848.67658,229.220695
September,2018,9,9/1/2018,9/30/2018,KARNATAKA BANK LTD,715,819,14116,0,0,0,0,0,0,4658288,4604634,2497991,17807.99161,2820.219672
September,2018,9,9/1/2018,9/30/2018,KARUR VYSYA BANK LTD,774,1026,21787,0,0,0,0,0,0,4270370,5674633,2415456,24313.94188,3064.949294
September,2018,9,9/1/2018,9/30/2018,KOTAK MAHINDRA BANK LTD,1098,1138,16462,0,1747048,45029,4661588,174.8849988,12827.00183,10751606,7882456,8425228,30487.77447,10294.2083
September,2018,9,9/1/2018,9/30/2018,RATNAKAR BANK LIMITED,199,183,565144,0,1190123,72455,3118065,308.9288059,11163.46347,916522,709553,484856,2472.50184,558.3265386
September,2018,9,9/1/2018,9/30/2018,SOUTH INDIAN BANK,731,591,10556,0,0,0,0,0,0,4129114,2890358,1650288,11717.73024,2264.72857
September,2018,9,9/1/2018,9/30/2018,TAMILNAD MERCANTILE BANK LTD,471,673,4808,0,15636,1518,35913,6.39166065,130.6630485,1382457,4704993,391289,19342.7537,229.5468856
September,2018,9,9/1/2018,9/30/2018,THE LAXMI VILAS BANK LTD,442,598,5472,0,0,0,0,0,0,1356394,904556,182637,4007.3,289.7473
September,2018,9,9/1/2018,9/30/2018,YES BANK LTD,940,485,106080,0,368849,5511,1134995,23.41226263,2994.062489,2175919,3696351,2829365,14129.38389,3997.032927
September,2018,9,9/1/2018,9/30/2018,AMERICAN EXPRESS,0,0,41089,0,1314480,2731,6358642,19.2513,45290.09788,0,0,0,0,0
September,2018,9,9/1/2018,9/30/2018,BANK OF AMERICA,0,0,0,0,20460,123,54330,1.40906204,427.3084752,0,0,0,0,0
September,2018,9,9/1/2018,9/30/2018,BARCLAYS BANK PLC,0,0,0,0,0,0,0,0,0,3117,204,161,1.66772124,0.41501115
September,2018,9,9/1/2018,9/30/2018,CITI BANK,47,493,34791,0,2677866,37329,19076455,218.749085,40467.29216,1641242,2178664,5467745,8628.738705,9408.276585
September,2018,9,9/1/2018,9/30/2018,DBS BANK,7,26,0,0,0,0,0,0,0,2784070,898837,1178022,1669.100322,765.325753
September,2018,9,9/1/2018,9/30/2018,DEUTSCHE BANK LTD,13,19,0,0,0,0,0,0,0,120629,117830,212286,563.388722,330.47723
September,2018,9,9/1/2018,9/30/2018,HONGKONG AND SHANGHAI BKG CORPN,45,43,0,0,654970,4407,1553562,31.92501,4728.048337,413099,291126,567631,1406.099659,954.569568
September,2018,9,9/1/2018,9/30/2018,STANDARD CHARTERED BANK LTD,102,141,0,0,1334669,5316,4359898,53.207871,9757.521902,1155413,2013327,2997896,6566.796794,3209.52532
September,2018,9,9/1/2018,9/30/2018,ADITYA BIRLA IDEA PAYMENTS BANK,0,0,0,0,0,0,0,0,0,2634,0,441,0,0.23938116
September,2018,9,9/1/2018,9/30/2018,AIRTEL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,1898447,0,479652,0,249.1055614
September,2018,9,9/1/2018,9/30/2018,FINO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,282744,548549,40874,2100.194943,33.25046749
September,2018,9,9/1/2018,9/30/2018,INDIA POST PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,2018,9,9/1/2018,9/30/2018,JIO PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,2018,9,9/1/2018,9/30/2018,NSDL PAYMENTS BANK,0,0,0,0,0,0,0,0,0,0,0,0,0,0
September,2018,9,9/1/2018,9/30/2018,PAYTM PAYMENTS BANK,1,0,0,0,0,0,0,0,0,41591704,959601,2072337,2082.126103,1024.256692
September,2018,9,9/1/2018,9/30/2018,AU SMALL FINANCE BANK LIMITED,290,2,0,0,0,0,0,0,0,677143,612692,242996,3494.936744,451.532723
September,2018,9,9/1/2018,9/30/2018,CAPITAL SMALL FINANCE BANK LIMITED,115,2,0,0,0,0,0,0,0,211262,98793,32020,307.753322,46.85570713
September,2018,9,9/1/2018,9/30/2018,FINCARE SMALL FINANCE BANK LIMITED,42,1,0,0,0,0,0,0,0,892196,378138,15041,1854.22949,10.64
September,2018,9,9/1/2018,9/30/2018,EQUITAS SMALL FINANCE BANK LIMITED,321,0,0,0,0,0,0,0,0,446257,877219,133956,2840.05155,62.72647029
September,2018,9,9/1/2018,9/30/2018,ESAF SMALL FINANCE BANK LIMITED,103,2,0,0,0,0,0,0,0,2760043,482619,34033,2846.621256,37.22260054
September,2018,9,9/1/2018,9/30/2018,JANA SMALL FINANCE BANK LIMITED,112,2,0,0,0,0,0,0,0,16294,20203,7116,67.0253,5.743612
September,2018,9,9/1/2018,9/30/2018,NORTH EAST SMALL FINANCE BANK LIMITED,0,0,0,0,0,0,0,0,0,11762,944,135,7.52913,0.44078382
September,2018,9,9/1/2018,9/30/2018,SURYODAY SMALL FINANCE BANK LIMITED,24,1,0,0,0,0,0,0,0,9531,28824,5543,55.4109,6.61546227
September,2018,9,9/1/2018,9/30/2018,UJJIVAN SMALL FINANCE BANK LIMITED,316,3,0,0,0,0,0,0,0,1644298,1268585,136252,4808.5995,107.549312
September,2018,9,9/1/2018,9/30/2018,UTKARSH SMALL FINANCE BANK LIMITED,68,36,0,0,0,0,0,0,0,97173,135974,11102,392.6133328,10.457411
October,2018,10,10/1/2018,10/31/2018,ALLAHABAD BANK,767,233,3165,0,0,0,0,0,0,13937321,9611157,4325137,23151.05778,3459.881875
October,2018,10,10/1/2018,10/31/2018,ANDHRA BANK,3035,768,15166,0,280262,20348,610529,97.52891378,1508.803261,25748704,10609865,6814793,36027.50054,8675.115
October,2018,10,10/1/2018,10/31/2018,BANK OF BARODA,6351,3272,68952,0,162528,7849,445492,22.98155541,1042.892095,57368918,22621174,13813713,94606.67259,15145.89704
October,2018,10,10/1/2018,10/31/2018,BANK OF INDIA,2996,3944,115185,0,188952,31123,383977,169.5831796,1016.734307,56476210,37662050,10525402,79313.61301,7408.282555
October,2018,10,10/1/2018,10/31/2018,BANK OF MAHARASHTRA,1320,555,3141,0,0,0,0,0,0,6878719,7782786,4503344,27522.28046,5023.47357
October,2018,10,10/1/2018,10/31/2018,CANARA BANK,4905,4225,20662,0,306791,50245,756074,257.9499142,1506.52755,46659974,24897145,12187777,103580.2649,15533.39941
October,2018,10,10/1/2018,10/31/2018,CENTRAL BANK OF INDIA,2717,1030,3545,0,95278,2505,170891,11.51611542,392.7856828,31959228,13216911,8066206,53400.77299,7787.706081
October,2018,10,10/1/2018,10/31/2018,CORPORATION BANK,2363,695,155013,0,104514,2217,167839,10.86255373,412.0298398,12882680,7463856,3908070,30061.9021,4851.814805
October,2018,10,10/1/2018,10/31/2018,DENA BANK,1317,289,5131,0,0,0,0,0,0,10202357,3037207,1906983,12104.06282,2484.62674
October,2018,10,10/1/2018,10/31/2018,INDIAN BANK,3027,663,11274,0,87400,3178,147472,17.338443,326.816853,19021193,33436690,6735548,72098.7,6485.2
October,2018,10,10/1/2018,10/31/2018,INDIAN OVERSEAS BANK,2898,727,19750,0,56593,1008,105497,3.974636,232.094169,20681338,13004841,4710150,54128.0766,6457.914457
October,2018,10,10/1/2018,10/31/2018,ORIENTAL BANK OF COMMERCE,2339,292,8075,0,0,0,0,0,0,11581592,5831267,3454406,25091.5,4289.7
October,2018,10,10/1/2018,10/31/2018,PUNJAB AND SIND BANK,1148,50,1066,0,0,0,0,0,0,3425970,1525202,435733,6243.408282,736.7875722
October,2018,10,10/1/2018,10/31/2018,PUNJAB NATIONAL BANK,5336,4100,58070,0,329460,10423,702146,45.76231096,1566.937631,67748506,26516384,13709412,116944.5601,19031.67912
October,2018,10,10/1/2018,10/31/2018,SYNDICATE BANK,4051,408,7528,0,46752,3611,181168,15.54857418,413.367114,16975235,9810725,5045111,38613.55053,6112.414819
October,2018,10,10/1/2018,10/31/2018,UCO BANK,2156,409,4716,0,0,0,0,0,0,10979688,5920116,2831988,22906.49244,3816.244387
October,2018,10,10/1/2018,10/31/2018,UNION BANK OF INDIA,3818,2910,58886,0,233177,4447,232703,22.21956968,624.8736671,21770067,28241719,8022809,82778.68773,9511.922279
October,2018,10,10/1/2018,10/31/2018,UNITED BANK OF INDIA,1037,1090,4475,0,7227,295,8967,1.2372,22.49988545,14151671,7688450,2048713,28560.50419,2825.987093
October,2018,10,10/1/2018,10/31/2018,VIJAYA BANK,1683,481,7318,0,66279,13385,143473,59.40953076,359.7142652,6892501,6386168,2306331,20137.10887,3293.574947
October,2018,10,10/1/2018,10/31/2018,IDBI LTD,2194,1520,30942,0,30506,1045,134490,5.21253048,310.5403193,12304555,9870166,5993380,42920.14052,8069.519179
October,2018,10,10/1/2018,10/31/2018,STATE BANK OF INDIA,25889,32840,566448,0,7199778,147533,25146139,562.107205,96882.9828,320197282,412820794,109692050,1163185.825,163533.4291
October,2018,10,10/1/2018,10/31/2018,AXIS BANK LTD,2102,10572,507061,0,5159624,98813,15492376,419.323857,58156.16891,26911768,29600839,27124764,146673.7778,42320.89025
October,2018,10,10/1/2018,10/31/2018,BANDHAN BANK LTD,478,0,24259,0,0,0,0,0,0,3004130,2172500,727526,7503.359255,1151.24759
October,2018,10,10/1/2018,10/31/2018,CATHOLIC SYRIAN BANK LTD,223,44,0,0,0,0,0,0,0,1220771,656482,201165,2080.029205,327.8744816
